frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3,clase
17829,6,17247,1,8637,8,0
7210,5,7676,2,18899,10,2
12289,2,13767,1,6115,0,1
7110,3,12028,5,3986,7,1
3118,5,10100,7,6346,8,1
2417,8,4482,1,19188,10,2
5856,10,2990,9,17360,8,2
13511,5,2272,2,12803,8,3
14120,6,9254,8,7013,8,3
4222,4,8212,6,7853,10,2
10355,3,5116,2,2549,8,3
8802,1,13964,1,16153,6,0
9913,3,17801,4,5745,8,1
4551,0,14893,7,11719,5,1
4357,11,11352,4,6324,8,1
7470,7,4582,10,12040,11,2
4260,6,913,11,9571,1,2
939,6,3038,1,2888,2,2
13306,0,15054,10,16796,7,0
8131,0,6002,2,6660,3,2
18759,0,12126,1,4879,11,3
16704,4,778,3,10053,9,3
12572,0,15113,0,14823,6,0
2145,10,18837,8,931,8,1
8814,9,2172,0,12310,10,2
16000,6,6005,9,1954,7,3
6263,4,405,3,4608,9,2
5399,7,18313,9,18872,8,0
12842,9,10098,4,5209,1,3
6012,9,102,8,6371,11,2
9240,9,16128,5,14417,2,0
2855,5,11898,4,7655,5,1
11344,3,5561,5,6711,0,3
5741,0,13272,6,17368,9,0
16159,3,9005,0,9004,8,3
1554,8,10061,8,5871,9,1
6786,7,8368,2,3743,4,1
9091,8,7829,2,15745,11,2
1946,6,7696,5,9125,7,2
7403,3,7182,5,3597,10,1
18337,5,8720,3,9498,10,3
15599,1,4878,10,11436,10,3
2294,7,6872,7,9807,6,2
17189,7,10658,1,4907,3,3
13877,6,15615,11,3307,7,1
8823,2,2163,1,2946,0,3
10607,0,12295,9,15943,1,0
16259,0,11611,8,11834,9,0
8231,1,8881,5,15776,11,2
13890,6,15715,5,4071,2,1
17134,11,10474,10,15172,4,0
16995,7,14895,6,7172,1,1
14112,10,17870,9,10394,4,0
9705,0,11365,2,757,5,1
9331,8,3680,5,3717,1,3
18661,4,4247,0,7122,9,3
18823,0,4377,8,29,9,3
10724,5,14313,5,8403,11,1
8942,3,10246,0,18332,4,0
4889,1,16324,1,17984,11,0
7298,0,836,3,4105,7,2
18325,10,14478,6,5613,5,3
4696,8,16430,2,9107,3,1
7388,5,18894,7,15621,2,0
9086,0,7907,9,551,8,1
14678,7,14717,9,4681,0,1
16984,7,14097,9,8970,11,0
19594,9,9602,11,11207,11,3
11806,0,11717,9,1369,7,1
3975,10,17467,10,2958,1,1
16766,10,4649,6,4475,5,3
19812,6,8540,9,8865,2,3
8149,1,11689,10,16954,4,0
9411,9,8499,0,7629,4,1
11507,5,3993,0,18403,1,2
10846,4,15640,8,10686,2,0
13775,0,14691,6,9291,7,0
6423,8,18827,9,15204,6,0
6288,7,10466,3,8101,1,1
9525,8,4864,9,16756,8,2
7358,11,18000,1,4294,10,1
9374,1,2515,6,14392,0,2
19769,7,5258,2,6449,0,3
19514,3,18222,9,8671,3,0
8409,1,11068,11,15552,9,0
17756,4,14086,1,11938,2,0
2265,10,19129,3,4869,9,1
8529,5,16177,0,3404,6,1
19810,7,19168,6,11174,3,0
4084,8,6138,9,15228,1,2
3751,8,17559,5,12036,2,1
11928,1,831,5,6140,9,3
1988,0,15092,1,2666,6,1
5633,5,1901,3,17329,10,2
1311,5,34,7,17216,9,2
4400,1,181,7,8141,8,2
6551,1,6303,8,10768,0,2
1629,2,14398,5,10243,11,1
16382,8,7041,2,1633,10,3
6592,1,14262,3,2312,1,1
7718,0,12206,5,12682,6,0
14119,0,9100,0,8759,0,3
5976,4,9756,10,13774,3,2
5355,11,7552,4,2477,2,1
16758,3,3973,2,17282,0,3
19832,2,16662,8,13904,10,0
19146,1,2938,2,19394,1,3
720,5,9081,11,13097,9,2
2842,0,12973,1,18434,2,0
5164,2,13677,7,6327,11,1
9043,10,1734,8,15205,11,2
2348,4,9065,0,14629,7,2
3513,3,3764,7,7339,6,2
5577,8,14773,1,268,10,1
11840,7,3472,9,18923,5,2
17548,0,7733,11,5277,7,3
17626,8,729,0,747,10,3
1039,1,9856,8,9483,7,2
12874,0,13101,9,2485,11,1
16148,0,12814,6,19808,11,0
15188,9,1556,10,676,10,3
7049,11,2969,1,123,6,3
803,10,13905,11,4980,6,1
16023,11,6804,3,7076,6,3
7527,0,1833,9,16663,7,2
2709,5,11028,6,19737,7,2
4306,3,15121,3,3896,5,1
19311,6,6898,8,15953,7,3
12420,0,5820,4,10765,9,3
6519,8,7698,4,18514,11,2
6614,3,16913,7,19732,9,0
3849,0,17764,0,3702,0,1
12692,10,6608,8,13077,3,3
2627,2,19932,7,19449,7,0
4038,1,4688,0,369,9,1
13129,7,17341,6,6702,11,1
2094,10,6454,1,19054,11,2
556,10,2710,3,13104,0,2
338,9,19429,3,17557,5,0
2671,9,10690,8,17933,6,2
17088,2,12491,8,13204,10,0
2813,11,8029,10,7528,6,2
14321,4,16790,6,7573,1,1
1095,5,15484,6,19138,3,0
5920,2,3816,3,3695,5,2
1338,9,6786,1,17880,8,2
8930,10,3296,6,19795,4,2
13636,1,19796,7,19716,3,0
9663,11,11799,2,17685,1,0
2176,7,17692,11,16159,6,0
5955,1,12210,10,10420,7,1
16808,4,15348,8,16806,8,0
8083,5,4965,4,3779,6,2
17860,11,14177,1,2417,2,1
4873,4,17818,0,17143,5,0
3902,3,18296,6,10346,8,1
13539,7,5782,8,16580,5,3
11766,9,17790,3,6362,6,1
10024,11,10935,2,2315,8,1
3672,2,2246,4,1756,2,2
1422,1,9515,3,19770,7,2
5173,1,6701,2,5415,11,2
3888,3,486,6,8373,1,2
19857,11,16083,0,9970,3,0
17273,7,8605,10,7024,2,3
3818,8,1118,7,2224,7,2
19680,3,7352,0,13659,1,3
7749,10,14075,10,11979,2,0
166,0,13606,9,1421,10,1
12426,7,3232,10,13106,8,3
4779,0,8663,0,14774,4,2
863,9,5419,9,15201,8,2
7852,9,14192,0,13030,9,0
9465,4,4330,11,15557,7,2
9860,7,5698,0,9864,6,2
17013,7,13443,6,5806,2,3
8494,5,7049,8,19437,6,2
4994,1,12564,0,18467,2,0
2791,5,17689,11,10572,2,1
11529,7,15940,3,6441,4,1
14699,0,3813,8,5574,3,3
4653,0,16561,10,320,8,1
6672,9,2766,1,19773,8,2
19499,0,10589,0,12372,8,3
10311,5,19887,8,11594,3,0
15719,3,12722,7,6281,6,3
16354,4,7574,8,17752,10,0
11605,7,331,8,12096,6,3
14647,4,16856,7,4412,3,1
2759,11,9304,4,14218,5,2
275,7,9971,0,17273,3,2
12735,5,3880,3,999,4,3
17540,8,13760,3,10891,8,0
3763,1,1582,1,14671,9,2
8389,8,4241,0,6512,9,2
4925,10,15238,9,8437,2,1
2712,2,7430,0,9653,3,2
10454,6,14292,2,13271,3,0
12969,9,17766,1,11303,9,0
3593,4,13614,10,9487,0,1
10024,4,19846,3,16349,0,0
16810,5,18203,3,2709,6,1
3429,11,4878,0,1904,3,2
12118,4,5402,8,4168,2,3
18919,0,2572,7,8356,4,3
3147,6,1413,9,4459,1,2
522,8,11075,0,12532,9,2
5369,10,19206,7,1708,1,1
14177,6,3723,1,15424,6,3
10318,0,15513,1,14946,10,0
5204,6,5663,7,7813,10,2
19381,11,18104,10,2215,2,1
9966,0,10452,1,2425,10,1
9111,10,5897,0,14591,8,2
11509,11,7988,1,4480,9,3
15555,3,19274,3,15271,9,0
11164,11,17872,2,6263,5,1
891,0,10157,0,9184,4,2
37,3,14514,4,19353,2,0
12377,6,12338,3,17924,0,0
16841,8,10906,6,10045,5,3
18872,10,4933,9,15276,7,3
6616,0,7850,2,10995,11,2
301,7,7852,5,13415,0,2
1815,6,3182,0,18174,1,2
4612,9,11770,9,14395,8,2
1610,11,6815,4,4040,1,2
16484,7,114,11,2693,11,3
9802,10,13234,8,16865,2,0
1920,2,17582,11,6371,8,1
13447,11,4833,2,4722,8,3
7930,6,15073,11,4565,4,1
699,9,13254,6,2968,9,1
14301,10,14387,3,11213,11,0
12967,5,12840,10,16720,4,0
8349,2,16970,6,18785,11,0
6420,8,15087,4,18744,4,0
1408,8,7415,8,6432,6,2
5841,8,8309,2,12470,8,2
16191,6,2426,9,1593,9,3
14600,3,17348,5,9609,9,0
16084,10,993,4,11441,9,3
14096,1,18799,7,3241,9,1
1459,3,13944,3,11845,7,2
10993,8,1907,1,1488,3,3
15474,0,15980,2,6035,2,1
1615,8,13413,7,104,8,1
3717,11,7201,4,4425,9,2
15557,8,13202,8,3815,9,1
4489,11,2614,10,11376,5,2
16414,7,9827,0,11660,8,3
18137,10,460,7,7322,8,3
15449,10,17653,4,1579,2,1
2806,6,7297,7,1277,2,1
865,10,16369,4,4143,6,1
1640,11,15295,5,4011,10,1
4900,5,19442,11,16399,1,0
7506,9,18299,9,16111,8,0
4294,4,9735,5,17030,6,2
435,4,10643,7,10808,7,2
17324,10,8101,5,16936,2,0
7999,6,15779,4,5532,8,1
4961,11,18449,6,275,2,1
2947,0,8820,8,17756,11,2
15882,8,7586,4,9865,7,3
11513,1,3430,11,6678,5,3
14581,3,10208,1,14035,2,0
12408,3,7124,4,18256,1,0
10209,7,1915,8,13678,3,2
1688,11,2790,7,14649,10,2
14518,6,2693,7,16592,11,3
7150,0,9368,2,19426,0,0
1232,2,11928,3,309,0,1
15783,4,2963,8,5940,7,3
7686,6,18961,7,16856,9,0
12515,3,3958,9,8988,6,3
18615,7,18654,6,14324,11,0
19784,9,16702,6,18953,0,0
19358,4,11774,11,937,2,3
697,3,13466,2,3563,6,1
911,0,2277,5,4570,5,2
7037,6,2968,1,6834,7,2
12950,1,12057,2,10808,7,0
15691,1,13672,3,12320,7,0
2740,1,14544,0,6820,5,1
19614,5,5495,0,2894,6,3
2246,2,10499,8,7872,1,2
15403,10,15184,0,13158,11,0
18314,8,12553,4,16766,4,0
7637,0,11858,9,4878,11,1
297,9,4056,0,17823,2,2
6054,6,2304,2,8502,10,2
12964,6,17761,4,7543,6,1
9692,10,9939,9,1342,10,1
5207,11,19814,7,17963,0,0
16285,3,3830,0,8618,5,3
4015,4,11331,3,15303,0,2
19958,6,14197,11,534,11,1
18538,5,3045,10,2797,8,3
1222,9,11735,10,4291,4,1
15982,1,16257,3,292,8,1
4380,6,16105,4,10880,5,1
14160,3,16866,11,8122,9,1
13050,6,16325,1,1500,11,1
6815,7,9496,2,6722,10,1
7402,9,12594,7,69,5,1
8298,11,19415,7,7522,7,1
14793,7,11201,7,9768,5,3
13367,11,17268,10,5911,0,1
6134,3,6471,0,19530,7,2
310,0,17003,2,1971,6,1
15896,2,2305,10,714,4,3
3581,11,419,10,285,10,2
15339,2,11024,7,4498,8,3
873,0,4502,6,16857,3,2
19500,4,2027,0,12294,7,3
10323,0,9126,2,14114,6,0
2782,6,167,5,5218,4,2
13487,0,11639,4,9597,1,0
11408,10,5221,3,2396,2,3
19841,1,5665,2,212,5,3
17658,3,10695,4,14743,5,0
9261,9,7243,0,3796,0,1
15789,9,2920,6,1057,1,3
2526,8,15317,9,13924,7,0
3679,10,19812,10,13862,0,0
11942,8,10822,2,6484,1,1
15678,4,12389,1,9168,7,3
14084,0,9849,9,686,8,1
3310,1,16018,2,16128,6,0
4395,9,18593,7,19438,11,0
2741,1,14085,6,757,3,1
14000,8,6162,5,6487,4,3
11834,2,17478,2,1611,10,1
78,10,11026,4,15977,4,2
16907,9,8755,4,11235,3,3
7665,10,16842,1,4167,10,1
8034,1,10810,4,4561,1,1
4204,3,1128,6,15359,11,2
17109,10,16879,0,12085,2,0
18707,5,11080,4,13547,1,0
1921,6,11580,8,1448,6,1
7763,3,13353,7,15714,9,0
4411,10,8359,7,10348,9,2
1596,2,15385,7,14701,10,0
7465,6,12941,5,4470,4,1
19013,1,5198,6,8539,0,3
2103,1,10512,5,10012,2,2
6962,9,4033,8,12745,9,2
12714,9,6903,4,16398,10,0
7564,0,7686,1,7966,2,2
1712,5,2338,3,10225,7,2
18678,5,9900,2,6583,10,3
11127,7,4030,0,8324,7,3
12570,3,8505,11,17003,10,0
5307,6,14634,11,1423,7,1
18089,0,16962,4,18070,7,0
15532,10,13122,10,10341,9,0
3007,5,18351,11,533,2,1
8063,1,5584,5,14866,4,2
12294,5,4474,3,7172,9,3
15622,7,12750,2,16056,10,0
4382,4,8613,11,7030,6,2
12733,0,7124,6,14011,11,3
10220,10,11471,5,2220,3,1
2516,4,5867,1,3776,3,2
15957,7,7636,11,4486,5,3
16977,11,10591,2,7785,3,3
8637,2,2693,0,17140,4,2
3313,9,109,6,11403,7,2
14423,7,9518,11,1429,6,3
10750,2,2981,1,4364,3,3
8463,4,15567,11,12255,2,0
15791,10,10255,3,16164,7,0
17795,6,14662,6,16128,0,0
4272,6,14248,6,12342,6,0
5268,2,4607,10,3347,3,2
3747,8,1874,4,15509,6,2
13287,4,17573,4,919,6,1
10339,4,2113,0,5187,7,3
16206,3,12955,10,18886,6,0
19632,8,18738,10,6272,9,0
9268,1,5795,3,18653,0,2
4878,1,6785,4,6258,7,2
4249,4,7811,3,14465,8,2
14178,4,4631,2,552,3,3
636,1,13973,1,1638,4,1
16175,4,10313,0,11822,9,3
15097,2,17943,10,11928,1,0
4993,3,2082,11,944,6,2
8100,3,736,4,3201,5,3
11897,2,12434,9,6523,7,1
3192,9,17411,5,12199,3,1
12829,9,12073,10,17147,6,0
13432,11,13139,2,16426,5,0
4195,11,8148,3,4605,3,1
15048,11,9228,3,19808,10,0
5911,7,12230,7,11972,6,2
12168,1,6476,7,19112,0,0
8038,7,14426,5,5487,10,1
13836,1,11391,7,5622,2,1
4183,0,6303,10,18948,1,2
79,0,826,4,12433,6,2
8225,9,13068,1,12561,4,0
13119,6,2215,1,16222,3,3
16040,6,2604,9,14288,11,3
19550,3,10927,1,11470,2,3
1526,2,5290,3,5907,11,2
17911,5,4972,2,11200,1,3
6140,1,12419,5,6138,1,1
16276,4,6214,5,9669,3,3
341,6,12539,11,12472,1,2
13655,1,7352,9,15817,9,0
17249,7,10781,8,12278,5,3
843,3,6719,10,4856,0,2
8268,1,15916,3,10522,9,1
16052,11,7286,8,9439,2,3
13625,3,11904,0,12958,2,0
17173,0,15731,11,14893,0,0
8246,6,8568,3,2841,6,1
5504,2,6305,3,4873,4,2
19144,4,2579,9,1249,9,3
18354,3,2114,9,6690,2,3
7992,0,18267,0,2010,4,1
17763,11,11278,8,15108,2,0
7196,9,11045,3,4990,9,1
1739,3,2559,2,12415,7,2
7843,9,14907,8,1057,0,1
2228,1,13774,7,9710,10,1
8430,8,16637,0,9792,5,1
10275,10,393,2,18569,8,2
4761,6,10836,11,2166,9,1
9474,2,17237,7,10842,10,0
18165,7,2690,11,2517,11,3
8101,4,8152,1,4817,0,1
430,7,3721,7,914,7,2
2343,0,2951,1,4948,9,2
2567,5,19187,4,12161,4,1
7071,2,11859,0,11812,4,0
7645,7,6281,2,9263,11,2
19051,2,3749,8,2291,1,3
9753,9,16734,5,11219,0,0
4872,3,4708,11,4404,2,2
19019,2,3337,7,3654,1,3
3743,3,15385,1,9674,3,1
6750,1,2537,0,4696,1,2
6856,5,19209,11,3329,9,1
16312,6,14931,0,6818,1,1
1565,1,10800,10,9375,4,2
9530,11,14539,3,4520,2,1
12057,7,18070,4,533,11,1
9746,3,1108,3,18220,4,2
2610,11,1615,5,4763,10,2
16082,0,1644,6,1343,1,3
551,11,8550,6,12698,2,2
9551,8,10096,2,8250,7,1
5173,7,9580,7,13192,7,2
14161,10,15435,2,10025,4,0
5306,10,18265,10,17425,8,0
13388,6,7239,5,17716,3,0
12244,7,13462,3,8731,10,1
11264,6,13315,0,15645,5,0
7769,5,10773,3,16954,11,0
17302,0,14010,8,14365,4,0
19124,10,6361,8,851,2,3
18733,9,2476,6,12659,11,3
16640,7,10669,9,17797,4,0
2297,11,8254,1,17787,1,2
16192,0,3837,9,13718,3,3
17581,5,18905,10,7745,0,0
15691,2,3374,4,17846,8,3
10092,3,3051,10,3987,6,3
6677,1,10938,11,12619,5,2
11681,6,13775,11,3504,1,1
3572,1,19744,3,14568,3,0
11364,10,8913,10,2263,11,1
18706,8,16313,9,14763,8,0
8313,0,13019,11,872,0,1
12407,10,14677,2,11517,4,0
10278,2,9540,9,17331,5,0
2117,9,19040,9,5915,3,1
892,9,4484,7,14042,4,2
19388,2,9284,1,3662,2,3
7150,11,13997,9,11250,5,0
18249,11,13883,5,1296,1,1
12410,5,12270,3,1009,3,1
12169,11,6674,3,6773,1,3
5065,4,3897,7,17129,1,2
3149,5,3425,4,2351,7,2
14578,8,8185,9,19270,10,0
8677,4,19992,3,11593,11,0
9595,8,5747,10,19580,5,2
8290,4,13883,8,8860,9,1
3154,10,863,9,11185,7,2
6820,10,5348,8,10857,10,2
18388,9,11720,3,9810,8,3
7348,8,7877,4,12151,6,2
19052,2,13491,0,4230,8,3
9218,9,12695,2,4360,0,1
2954,5,587,4,1793,1,2
10648,1,13048,5,19755,2,0
2433,9,8045,0,2068,6,1
5308,6,10751,2,9076,4,2
1214,7,6992,0,18391,3,2
13974,7,18641,11,9744,11,0
3477,3,445,8,10687,10,2
4011,9,13917,9,1747,4,1
18610,10,6276,2,4346,10,3
9441,2,8674,10,11277,8,2
1361,9,8807,6,14693,4,2
12989,4,19647,9,2568,1,1
19083,8,16821,2,11286,2,0
9122,1,15171,11,18324,7,0
18761,0,942,9,7353,7,3
4469,4,10331,2,7058,10,1
6596,4,10901,10,5694,4,1
19816,8,7534,1,6878,8,3
8946,2,14579,3,5792,8,1
5798,0,16839,2,2088,1,1
6852,3,16101,5,4146,6,1
8958,3,5460,9,10876,4,2
2339,7,9058,4,1879,0,1
11741,6,13944,7,14916,0,0
7766,0,6158,2,4831,1,2
6824,4,14234,0,1849,9,1
8583,7,12554,8,19601,1,0
16586,5,434,6,16174,11,3
4337,0,11086,1,12724,7,2
13366,6,15160,11,18742,10,0
12975,5,9792,6,9877,8,3
19158,1,10299,3,18448,4,0
16426,10,6268,5,15440,5,3
12762,10,18613,2,11558,4,0
1834,6,11235,3,6606,11,1
17085,6,1105,9,14852,11,3
13729,7,18888,5,14743,10,0
14256,7,4749,3,8032,8,3
6459,0,16447,8,8342,3,1
14476,9,8359,8,15357,5,0
2103,7,11654,4,19642,6,2
9616,4,4877,2,16097,2,2
14843,3,2232,11,14234,7,3
14935,11,11452,9,13057,6,0
5953,4,5615,0,12448,5,2
14812,3,4610,9,4433,1,3
5810,2,3549,6,16112,7,2
7586,11,15497,9,10172,7,1
19797,4,17933,10,2909,7,1
5643,3,2774,11,6136,11,2
15841,11,19269,9,16640,7,0
19161,6,19762,2,19867,7,0
11014,1,16095,1,5582,0,1
14723,5,19359,8,16527,1,0
12482,6,2451,7,6294,2,3
11994,3,5167,5,15045,11,3
6739,2,16297,5,15675,7,0
6490,3,13508,3,1508,10,1
4372,8,6648,7,16412,10,2
8199,11,5932,8,16667,1,2
4230,0,4971,8,19910,11,2
15960,9,3019,7,15894,2,3
10479,10,4474,0,6906,11,3
6858,3,10912,3,14162,10,2
13935,3,14097,1,1056,5,1
19248,2,631,8,3065,9,3
13366,6,8409,7,5480,7,3
13094,9,14804,0,19175,6,0
4388,4,417,4,8556,4,2
14342,8,11884,6,13793,2,0
14910,5,6274,4,3442,11,3
9966,3,9857,9,3653,6,1
10247,3,15281,4,3329,1,1
2635,5,1215,9,1796,1,2
19929,2,10918,2,13612,1,3
19935,4,17843,5,9481,7,0
8562,8,14790,0,7004,2,1
8940,10,4761,0,13502,2,2
580,3,10928,8,14507,9,2
8472,7,5975,1,5755,3,2
8421,2,8467,1,9252,4,2
2991,6,17144,11,16435,7,0
6122,2,14113,6,5065,9,1
16495,5,10917,2,1293,3,3
1428,9,12095,10,8803,11,2
16484,0,10049,11,348,6,3
11652,0,19963,6,12196,0,0
16556,7,6845,7,16388,8,3
3500,1,9481,0,882,10,1
5495,7,9046,0,11845,2,2
4393,1,13031,5,16394,10,0
339,3,14988,4,4902,11,1
12364,6,14737,11,3077,1,1
2773,5,5317,2,8605,3,2
3141,1,2744,7,501,11,2
16863,5,18936,7,5618,6,1
10901,6,19512,8,9329,11,1
7119,5,1131,2,11200,0,2
11037,11,12857,8,1103,10,1
7672,7,1619,8,8005,2,2
13826,4,8435,8,11769,5,3
10739,6,73,3,17397,2,2
18254,3,5253,2,16086,2,3
14676,5,11936,0,7606,3,3
19476,2,8845,0,5799,6,3
670,5,11843,3,6830,1,1
5880,4,8048,8,6071,2,2
17726,1,7706,3,19494,0,0
5871,11,11577,10,9815,9,1
9009,4,12628,10,11839,9,0
58,9,3515,1,7148,9,2
3571,8,194,2,9435,4,2
969,10,11569,1,14316,0,2
3869,3,9635,10,915,11,1
6575,7,18507,5,1245,6,1
11824,10,3145,8,7777,11,3
10190,2,7101,7,7171,1,3
8417,10,6861,1,389,11,1
17428,1,421,11,4968,6,3
18290,1,19182,6,7920,6,0
8238,8,15510,7,1788,5,1
4091,1,19783,9,1341,3,1
2391,9,18283,6,12837,6,0
2065,6,17495,7,8581,1,1
11059,8,1145,9,921,3,3
12516,6,13682,9,19025,5,0
19484,2,1702,5,2827,5,3
3390,7,4016,10,980,7,2
14657,0,2484,3,8845,5,3
4234,7,15453,0,159,0,1
9122,5,13768,5,18640,6,0
7660,0,18058,5,5262,7,1
10551,6,15329,5,793,6,1
21,11,6371,5,1993,8,2
544,8,2832,9,13807,9,2
3741,11,9011,3,8974,2,2
16379,9,8706,4,14989,0,3
1073,0,11855,2,18891,5,2
2403,1,15224,8,6825,8,1
19513,8,16935,2,15111,8,0
1789,7,19871,8,43,9,1
13168,1,11564,9,17088,4,0
832,1,18615,0,6512,4,1
18125,8,16390,7,12978,6,0
11457,3,395,2,10770,6,3
14043,10,7634,7,16072,9,0
12065,4,1885,2,388,11,3
16205,8,9086,8,1751,6,3
3276,0,15064,5,4868,6,1
11764,2,16469,3,11145,9,0
2863,10,17236,0,9814,7,1
4860,6,19311,0,6522,9,1
16700,11,11184,9,12698,4,0
9729,5,15026,2,18177,10,0
16885,1,4603,9,14815,5,3
3955,1,2442,1,8644,7,2
7445,9,10186,1,5373,3,1
13083,5,7920,8,3407,5,3
8008,4,4847,8,1498,5,1
17861,6,10426,8,7564,0,3
333,9,1810,6,10333,6,2
19867,7,2463,8,9970,7,3
14907,4,16048,4,816,10,1
5139,4,8292,1,15819,8,2
9256,3,1453,8,6908,10,3
4547,3,4846,3,6294,4,2
3517,3,16208,2,18088,4,0
18458,0,3003,0,18092,1,3
6781,5,15540,11,12804,10,0
13645,0,857,8,7287,0,3
15305,0,9642,11,2917,2,3
2395,6,12407,4,16012,7,2
19908,8,10466,4,15057,8,0
19593,6,8767,3,12358,11,3
18244,2,18267,0,4168,10,1
9379,11,12556,6,7301,5,1
9731,10,5028,10,9451,8,2
12985,11,11144,10,9871,4,3
11192,6,4069,1,15453,9,2
8566,4,12729,10,16219,8,0
14866,4,2299,0,7967,9,3
11476,8,3652,6,4663,1,3
2324,5,1391,7,6191,6,2
10926,5,6983,1,75,4,1
2357,7,1185,3,12736,6,2
11819,5,16106,7,4155,9,1
4846,0,5938,3,8668,0,2
17159,3,15734,5,5749,10,1
14982,9,6338,0,10962,6,3
12936,5,7658,7,3811,0,3
1760,8,2514,6,8248,3,2
10963,5,17877,8,1517,8,1
14423,7,2836,6,2251,6,3
4808,2,7510,9,9249,0,2
10224,11,7665,11,6291,11,3
4687,3,4538,9,6436,5,2
6796,6,13308,2,12172,9,0
15814,8,17344,10,15526,1,0
1899,9,14393,6,5508,2,1
4072,9,11345,3,16014,10,2
16091,10,2729,9,15671,1,3
131,8,4413,1,14971,3,2
10548,1,10014,7,5093,2,1
8499,11,2322,4,10161,11,2
82,8,15415,5,161,6,1
2220,7,3622,6,109,7,2
3613,2,14152,3,14889,6,0
724,5,16117,9,13611,6,0
1908,6,5345,10,15701,3,2
1364,8,7610,10,18628,0,2
18093,7,4561,7,8975,1,3
5493,8,9307,7,400,7,1
12526,10,2567,3,19841,8,2
3958,1,11777,5,2560,7,1
14171,1,1892,4,17250,11,3
3027,1,17670,3,1060,5,1
6231,3,1484,2,14606,11,2
16995,1,12810,11,5989,3,3
12198,2,19008,9,19738,11,0
13429,4,8979,9,6047,3,3
8265,1,9941,11,13427,5,2
12560,0,2023,7,2395,6,3
7350,6,18430,2,9276,6,1
8968,3,253,9,14119,0,2
2078,1,9859,7,52,10,1
13095,10,113,11,4054,0,3
7247,4,9716,4,1482,4,1
8840,11,15646,11,16239,1,0
6032,0,1411,7,8059,1,2
7025,1,11091,1,363,4,1
17454,10,13940,7,2444,6,1
5331,6,19272,9,13041,9,0
4745,2,5992,1,8191,7,2
6931,0,4250,5,6185,0,2
7436,4,18777,7,10470,11,1
13358,0,16986,1,17327,3,0
19028,1,12040,7,4203,2,3
5372,8,7151,1,7662,9,2
6989,7,15502,8,18913,11,0
19279,9,4985,2,8550,8,3
18328,9,9644,5,19079,6,0
3076,1,9701,2,7701,9,2
7597,10,16242,9,5441,5,1
16828,10,681,0,8692,8,3
14165,0,3550,0,262,10,3
1423,1,17830,5,10276,0,1
8140,6,17310,1,4457,6,1
505,10,1444,10,437,1,2
10610,10,10523,10,13302,2,0
19456,11,3559,9,449,8,3
1635,11,10231,11,6656,5,2
335,9,11091,6,16120,3,2
10420,8,6349,10,19615,3,0
18298,7,9859,9,868,1,3
17670,6,19416,3,9662,4,0
386,4,1252,11,9074,6,2
17000,10,18873,6,12249,4,0
1024,10,13747,9,10792,2,2
3793,8,655,4,2338,8,2
12155,9,15770,5,19803,4,0
13599,7,17196,9,16062,0,0
6231,11,6258,2,15091,9,2
2599,5,9049,4,1507,11,1
12421,2,7543,7,7526,6,3
18477,4,5190,0,9342,9,3
5217,3,9967,9,14906,0,2
17964,4,6778,0,10687,5,3
19634,9,16373,3,19288,10,0
5633,1,375,2,14269,10,2
7627,11,8297,1,17459,1,2
10670,9,6422,2,12050,3,2
14505,4,14442,8,15740,8,0
7435,1,8285,3,19299,10,2
7774,8,16899,4,1703,5,1
15044,0,13845,10,8337,7,0
13719,1,18800,10,11316,9,0
14349,9,14619,7,14089,0,0
19375,10,17847,2,11893,4,0
11849,6,19007,10,12447,11,0
14456,0,5810,3,15598,0,3
8124,9,18190,0,8663,2,1
204,4,18321,11,12590,3,1
14795,7,16801,0,14279,2,0
15922,3,17632,6,15784,6,0
2526,0,8963,11,17616,6,2
12130,4,9054,1,19173,4,0
13541,3,14072,5,11838,10,0
2430,6,12459,8,6741,0,1
18020,3,3056,0,710,2,3
15887,2,3700,2,7110,5,3
18789,10,5390,4,8190,3,3
256,7,9004,0,15594,7,2
1306,8,15351,10,318,4,1
92,5,18557,2,6712,8,1
14843,6,7728,9,4478,3,3
2050,8,16239,3,16993,10,0
9254,9,4535,8,9999,10,2
3786,7,1023,8,7380,5,2
9913,2,1470,6,12077,8,2
12295,0,14870,0,17927,5,0
17624,1,1978,2,4057,2,3
11668,3,19406,8,4479,10,1
16158,11,15539,6,13639,5,0
5817,6,13282,9,14881,4,0
16711,8,16802,0,14811,11,0
2055,10,1184,11,15338,7,2
1319,2,9639,4,10586,11,2
5712,2,13141,9,6867,8,1
8679,11,4313,2,2494,3,3
5707,11,4825,1,17514,3,2
16428,6,19314,4,1276,0,1
12236,6,2015,5,4631,1,3
4752,4,14566,4,14945,0,0
17836,4,3692,6,8603,0,3
14407,11,18618,8,5534,11,1
12098,6,9156,10,7087,2,3
11252,8,4940,9,6136,11,3
2884,10,19711,8,5889,3,1
4631,10,2340,2,16525,7,2
13206,3,6377,0,5708,9,3
19103,9,9950,11,3371,4,3
15146,4,14673,11,12398,0,0
8940,5,5880,6,1625,9,1
13036,5,11010,5,11448,2,0
151,5,6802,9,3027,0,2
8232,6,10991,3,9885,6,1
5970,3,8887,3,10532,8,2
356,0,2047,9,1600,4,2
15878,1,15414,5,457,6,1
11206,1,16345,3,14340,2,0
