frecuencia1,ugen1,frecuencia2,ugen2,frecuencia3,ugen3
2348,4,9065,0,14629,7
3513,3,3764,7,7339,6
5577,8,14773,1,268,10
11840,7,3472,9,18923,5
17548,0,7733,11,5277,7
17626,8,729,0,747,10
1039,1,9856,8,9483,7
12874,0,13101,9,2485,11
16148,0,12814,6,19808,11
15188,9,1556,10,676,10
7049,11,2969,1,123,6
803,10,13905,11,4980,6
16023,11,6804,3,7076,6
7527,0,1833,9,16663,7
2709,5,11028,6,19737,7
4306,3,15121,3,3896,5
19311,6,6898,8,15953,7
12420,0,5820,4,10765,9
6519,8,7698,4,18514,11
6614,3,16913,7,19732,9
3849,0,17764,0,3702,0
12692,10,6608,8,13077,3
2627,2,19932,7,19449,7
4038,1,4688,0,369,9
13129,7,17341,6,6702,11
2094,10,6454,1,19054,11
556,10,2710,3,13104,0
338,9,19429,3,17557,5
2671,9,10690,8,17933,6
17088,2,12491,8,13204,10
2813,11,8029,10,7528,6
14321,4,16790,6,7573,1
1095,5,15484,6,19138,3
5920,2,3816,3,3695,5
1338,9,6786,1,17880,8
8930,10,3296,6,19795,4
13636,1,19796,7,19716,3
9663,11,11799,2,17685,1
2176,7,17692,11,16159,6
5955,1,12210,10,10420,7
16808,4,15348,8,16806,8
8083,5,4965,4,3779,6
17860,11,14177,1,2417,2
4873,4,17818,0,17143,5
3902,3,18296,6,10346,8
13539,7,5782,8,16580,5
11766,9,17790,3,6362,6
10024,11,10935,2,2315,8
3672,2,2246,4,1756,2
1422,1,9515,3,19770,7
5173,1,6701,2,5415,11
3888,3,486,6,8373,1
19857,11,16083,0,9970,3
17273,7,8605,10,7024,2
3818,8,1118,7,2224,7
19680,3,7352,0,13659,1
7749,10,14075,10,11979,2
166,0,13606,9,1421,10
12426,7,3232,10,13106,8
4779,0,8663,0,14774,4
863,9,5419,9,15201,8
7852,9,14192,0,13030,9
9465,4,4330,11,15557,7
9860,7,5698,0,9864,6
17013,7,13443,6,5806,2
8494,5,7049,8,19437,6
4994,1,12564,0,18467,2
2791,5,17689,11,10572,2
11529,7,15940,3,6441,4
14699,0,3813,8,5574,3
4653,0,16561,10,320,8
6672,9,2766,1,19773,8
19499,0,10589,0,12372,8
10311,5,19887,8,11594,3
15719,3,12722,7,6281,6
16354,4,7574,8,17752,10
11605,7,331,8,12096,6
14647,4,16856,7,4412,3
2759,11,9304,4,14218,5
275,7,9971,0,17273,3
12735,5,3880,3,999,4
17540,8,13760,3,10891,8
3763,1,1582,1,14671,9
8389,8,4241,0,6512,9
4925,10,15238,9,8437,2
2712,2,7430,0,9653,3
10454,6,14292,2,13271,3
12969,9,17766,1,11303,9
3593,4,13614,10,9487,0
10024,4,19846,3,16349,0
16810,5,18203,3,2709,6
3429,11,4878,0,1904,3
12118,4,5402,8,4168,2
18919,0,2572,7,8356,4
3147,6,1413,9,4459,1
522,8,11075,0,12532,9
5369,10,19206,7,1708,1
14177,6,3723,1,15424,6
10318,0,15513,1,14946,10
5204,6,5663,7,7813,10
19381,11,18104,10,2215,2
9966,0,10452,1,2425,10
9111,10,5897,0,14591,8
11509,11,7988,1,4480,9
15555,3,19274,3,15271,9
11164,11,17872,2,6263,5
891,0,10157,0,9184,4
37,3,14514,4,19353,2
12377,6,12338,3,17924,0
16841,8,10906,6,10045,5
18872,10,4933,9,15276,7
6616,0,7850,2,10995,11
301,7,7852,5,13415,0
1815,6,3182,0,18174,1
4612,9,11770,9,14395,8
1610,11,6815,4,4040,1
16484,7,114,11,2693,11
9802,10,13234,8,16865,2
1920,2,17582,11,6371,8
13447,11,4833,2,4722,8
7930,6,15073,11,4565,4
699,9,13254,6,2968,9
14301,10,14387,3,11213,11
12967,5,12840,10,16720,4
8349,2,16970,6,18785,11
6420,8,15087,4,18744,4
1408,8,7415,8,6432,6
5841,8,8309,2,12470,8
16191,6,2426,9,1593,9
14600,3,17348,5,9609,9
16084,10,993,4,11441,9
14096,1,18799,7,3241,9
1459,3,13944,3,11845,7
10993,8,1907,1,1488,3
15474,0,15980,2,6035,2
1615,8,13413,7,104,8
3717,11,7201,4,4425,9
15557,8,13202,8,3815,9
4489,11,2614,10,11376,5
16414,7,9827,0,11660,8
18137,10,460,7,7322,8
15449,10,17653,4,1579,2
2806,6,7297,7,1277,2
865,10,16369,4,4143,6
1640,11,15295,5,4011,10
4900,5,19442,11,16399,1
7506,9,18299,9,16111,8
4294,4,9735,5,17030,6
435,4,10643,7,10808,7
17324,10,8101,5,16936,2
7999,6,15779,4,5532,8
4961,11,18449,6,275,2
2947,0,8820,8,17756,11
15882,8,7586,4,9865,7
11513,1,3430,11,6678,5
14581,3,10208,1,14035,2
12408,3,7124,4,18256,1
10209,7,1915,8,13678,3
1688,11,2790,7,14649,10
14518,6,2693,7,16592,11
7150,0,9368,2,19426,0
1232,2,11928,3,309,0
15783,4,2963,8,5940,7
7686,6,18961,7,16856,9
12515,3,3958,9,8988,6
18615,7,18654,6,14324,11
19784,9,16702,6,18953,0
19358,4,11774,11,937,2
697,3,13466,2,3563,6
911,0,2277,5,4570,5
7037,6,2968,1,6834,7
12950,1,12057,2,10808,7
15691,1,13672,3,12320,7
2740,1,14544,0,6820,5
19614,5,5495,0,2894,6
2246,2,10499,8,7872,1
15403,10,15184,0,13158,11
18314,8,12553,4,16766,4
7637,0,11858,9,4878,11
297,9,4056,0,17823,2
6054,6,2304,2,8502,10
12964,6,17761,4,7543,6
9692,10,9939,9,1342,10
5207,11,19814,7,17963,0
16285,3,3830,0,8618,5
4015,4,11331,3,15303,0
19958,6,14197,11,534,11
18538,5,3045,10,2797,8
1222,9,11735,10,4291,4
15982,1,16257,3,292,8
4380,6,16105,4,10880,5
14160,3,16866,11,8122,9
13050,6,16325,1,1500,11
6815,7,9496,2,6722,10
7402,9,12594,7,69,5
8298,11,19415,7,7522,7
14793,7,11201,7,9768,5
13367,11,17268,10,5911,0
6134,3,6471,0,19530,7
310,0,17003,2,1971,6
15896,2,2305,10,714,4
3581,11,419,10,285,10
15339,2,11024,7,4498,8
873,0,4502,6,16857,3
19500,4,2027,0,12294,7
10323,0,9126,2,14114,6
2782,6,167,5,5218,4
13487,0,11639,4,9597,1
11408,10,5221,3,2396,2
19841,1,5665,2,212,5
17658,3,10695,4,14743,5
9261,9,7243,0,3796,0
15789,9,2920,6,1057,1
2526,8,15317,9,13924,7
3679,10,19812,10,13862,0
11942,8,10822,2,6484,1
15678,4,12389,1,9168,7
14084,0,9849,9,686,8
3310,1,16018,2,16128,6
4395,9,18593,7,19438,11
2741,1,14085,6,757,3
14000,8,6162,5,6487,4
11834,2,17478,2,1611,10
78,10,11026,4,15977,4
16907,9,8755,4,11235,3
7665,10,16842,1,4167,10
8034,1,10810,4,4561,1
4204,3,1128,6,15359,11
17109,10,16879,0,12085,2
18707,5,11080,4,13547,1
1921,6,11580,8,1448,6
7763,3,13353,7,15714,9
4411,10,8359,7,10348,9
1596,2,15385,7,14701,10
7465,6,12941,5,4470,4
19013,1,5198,6,8539,0
2103,1,10512,5,10012,2
6962,9,4033,8,12745,9
12714,9,6903,4,16398,10
7564,0,7686,1,7966,2
1712,5,2338,3,10225,7
18678,5,9900,2,6583,10
11127,7,4030,0,8324,7
12570,3,8505,11,17003,10
5307,6,14634,11,1423,7
18089,0,16962,4,18070,7
15532,10,13122,10,10341,9
3007,5,18351,11,533,2
8063,1,5584,5,14866,4
12294,5,4474,3,7172,9
15622,7,12750,2,16056,10
4382,4,8613,11,7030,6
12733,0,7124,6,14011,11
10220,10,11471,5,2220,3
2516,4,5867,1,3776,3
15957,7,7636,11,4486,5
16977,11,10591,2,7785,3
8637,2,2693,0,17140,4
3313,9,109,6,11403,7
14423,7,9518,11,1429,6
10750,2,2981,1,4364,3
8463,4,15567,11,12255,2
15791,10,10255,3,16164,7
17795,6,14662,6,16128,0
4272,6,14248,6,12342,6
5268,2,4607,10,3347,3
3747,8,1874,4,15509,6
13287,4,17573,4,919,6
10339,4,2113,0,5187,7
16206,3,12955,10,18886,6
19632,8,18738,10,6272,9
9268,1,5795,3,18653,0
4878,1,6785,4,6258,7
4249,4,7811,3,14465,8
14178,4,4631,2,552,3
636,1,13973,1,1638,4
16175,4,10313,0,11822,9
15097,2,17943,10,11928,1
4993,3,2082,11,944,6
8100,3,736,4,3201,5
11897,2,12434,9,6523,7
3192,9,17411,5,12199,3
12829,9,12073,10,17147,6
13432,11,13139,2,16426,5
4195,11,8148,3,4605,3
15048,11,9228,3,19808,10
5911,7,12230,7,11972,6
12168,1,6476,7,19112,0
8038,7,14426,5,5487,10
13836,1,11391,7,5622,2
4183,0,6303,10,18948,1
79,0,826,4,12433,6
8225,9,13068,1,12561,4
13119,6,2215,1,16222,3
16040,6,2604,9,14288,11
19550,3,10927,1,11470,2
1526,2,5290,3,5907,11
17911,5,4972,2,11200,1
6140,1,12419,5,6138,1
16276,4,6214,5,9669,3
341,6,12539,11,12472,1
13655,1,7352,9,15817,9
17249,7,10781,8,12278,5
843,3,6719,10,4856,0
8268,1,15916,3,10522,9
16052,11,7286,8,9439,2
13625,3,11904,0,12958,2
17173,0,15731,11,14893,0
8246,6,8568,3,2841,6
5504,2,6305,3,4873,4
19144,4,2579,9,1249,9
18354,3,2114,9,6690,2
7992,0,18267,0,2010,4
17763,11,11278,8,15108,2
7196,9,11045,3,4990,9
1739,3,2559,2,12415,7
7843,9,14907,8,1057,0
2228,1,13774,7,9710,10
8430,8,16637,0,9792,5
10275,10,393,2,18569,8
4761,6,10836,11,2166,9
9474,2,17237,7,10842,10
18165,7,2690,11,2517,11
8101,4,8152,1,4817,0
430,7,3721,7,914,7
2343,0,2951,1,4948,9
2567,5,19187,4,12161,4
7071,2,11859,0,11812,4
7645,7,6281,2,9263,11
19051,2,3749,8,2291,1
9753,9,16734,5,11219,0
4872,3,4708,11,4404,2
19019,2,3337,7,3654,1
3743,3,15385,1,9674,3
6750,1,2537,0,4696,1
6856,5,19209,11,3329,9
16312,6,14931,0,6818,1
1565,1,10800,10,9375,4
9530,11,14539,3,4520,2
12057,7,18070,4,533,11
9746,3,1108,3,18220,4
2610,11,1615,5,4763,10
16082,0,1644,6,1343,1
551,11,8550,6,12698,2
9551,8,10096,2,8250,7
5173,7,9580,7,13192,7
14161,10,15435,2,10025,4
5306,10,18265,10,17425,8
13388,6,7239,5,17716,3
12244,7,13462,3,8731,10
11264,6,13315,0,15645,5
7769,5,10773,3,16954,11
17302,0,14010,8,14365,4
19124,10,6361,8,851,2
18733,9,2476,6,12659,11
16640,7,10669,9,17797,4
2297,11,8254,1,17787,1
16192,0,3837,9,13718,3
17581,5,18905,10,7745,0
15691,2,3374,4,17846,8
10092,3,3051,10,3987,6
6677,1,10938,11,12619,5
11681,6,13775,11,3504,1
3572,1,19744,3,14568,3
11364,10,8913,10,2263,11
18706,8,16313,9,14763,8
8313,0,13019,11,872,0
12407,10,14677,2,11517,4
10278,2,9540,9,17331,5
2117,9,19040,9,5915,3
892,9,4484,7,14042,4
19388,2,9284,1,3662,2
7150,11,13997,9,11250,5
18249,11,13883,5,1296,1
12410,5,12270,3,1009,3
12169,11,6674,3,6773,1
5065,4,3897,7,17129,1
3149,5,3425,4,2351,7
14578,8,8185,9,19270,10
8677,4,19992,3,11593,11
9595,8,5747,10,19580,5
8290,4,13883,8,8860,9
3154,10,863,9,11185,7
6820,10,5348,8,10857,10
18388,9,11720,3,9810,8
7348,8,7877,4,12151,6
19052,2,13491,0,4230,8
9218,9,12695,2,4360,0
2954,5,587,4,1793,1
10648,1,13048,5,19755,2
2433,9,8045,0,2068,6
5308,6,10751,2,9076,4
1214,7,6992,0,18391,3
13974,7,18641,11,9744,11
3477,3,445,8,10687,10
4011,9,13917,9,1747,4
18610,10,6276,2,4346,10
9441,2,8674,10,11277,8
1361,9,8807,6,14693,4
12989,4,19647,9,2568,1
19083,8,16821,2,11286,2
9122,1,15171,11,18324,7
18761,0,942,9,7353,7
4469,4,10331,2,7058,10
6596,4,10901,10,5694,4
19816,8,7534,1,6878,8
8946,2,14579,3,5792,8
5798,0,16839,2,2088,1
6852,3,16101,5,4146,6
8958,3,5460,9,10876,4
2339,7,9058,4,1879,0
11741,6,13944,7,14916,0
7766,0,6158,2,4831,1
6824,4,14234,0,1849,9
8583,7,12554,8,19601,1
16586,5,434,6,16174,11
4337,0,11086,1,12724,7
13366,6,15160,11,18742,10
12975,5,9792,6,9877,8
19158,1,10299,3,18448,4
16426,10,6268,5,15440,5
12762,10,18613,2,11558,4
1834,6,11235,3,6606,11
17085,6,1105,9,14852,11
13729,7,18888,5,14743,10
14256,7,4749,3,8032,8
6459,0,16447,8,8342,3
14476,9,8359,8,15357,5
2103,7,11654,4,19642,6
9616,4,4877,2,16097,2
14843,3,2232,11,14234,7
14935,11,11452,9,13057,6
5953,4,5615,0,12448,5
14812,3,4610,9,4433,1
5810,2,3549,6,16112,7
7586,11,15497,9,10172,7
19797,4,17933,10,2909,7
5643,3,2774,11,6136,11
15841,11,19269,9,16640,7
19161,6,19762,2,19867,7
11014,1,16095,1,5582,0
14723,5,19359,8,16527,1
12482,6,2451,7,6294,2
11994,3,5167,5,15045,11
6739,2,16297,5,15675,7
6490,3,13508,3,1508,10
4372,8,6648,7,16412,10
8199,11,5932,8,16667,1
4230,0,4971,8,19910,11
15960,9,3019,7,15894,2
10479,10,4474,0,6906,11
6858,3,10912,3,14162,10
13935,3,14097,1,1056,5
19248,2,631,8,3065,9
13366,6,8409,7,5480,7
13094,9,14804,0,19175,6
4388,4,417,4,8556,4
14342,8,11884,6,13793,2
14910,5,6274,4,3442,11
9966,3,9857,9,3653,6
10247,3,15281,4,3329,1
2635,5,1215,9,1796,1
19929,2,10918,2,13612,1
19935,4,17843,5,9481,7
8562,8,14790,0,7004,2
8940,10,4761,0,13502,2
580,3,10928,8,14507,9
8472,7,5975,1,5755,3
8421,2,8467,1,9252,4
2991,6,17144,11,16435,7
6122,2,14113,6,5065,9
16495,5,10917,2,1293,3
1428,9,12095,10,8803,11
16484,0,10049,11,348,6
11652,0,19963,6,12196,0
16556,7,6845,7,16388,8
3500,1,9481,0,882,10
5495,7,9046,0,11845,2
4393,1,13031,5,16394,10
339,3,14988,4,4902,11
12364,6,14737,11,3077,1
2773,5,5317,2,8605,3
3141,1,2744,7,501,11
16863,5,18936,7,5618,6
10901,6,19512,8,9329,11
7119,5,1131,2,11200,0
11037,11,12857,8,1103,10
7672,7,1619,8,8005,2
13826,4,8435,8,11769,5
10739,6,73,3,17397,2
18254,3,5253,2,16086,2
14676,5,11936,0,7606,3
19476,2,8845,0,5799,6
670,5,11843,3,6830,1
5880,4,8048,8,6071,2
17726,1,7706,3,19494,0
5871,11,11577,10,9815,9
9009,4,12628,10,11839,9
58,9,3515,1,7148,9
3571,8,194,2,9435,4
969,10,11569,1,14316,0
3869,3,9635,10,915,11
6575,7,18507,5,1245,6
11824,10,3145,8,7777,11
10190,2,7101,7,7171,1
8417,10,6861,1,389,11
17428,1,421,11,4968,6
18290,1,19182,6,7920,6
8238,8,15510,7,1788,5
4091,1,19783,9,1341,3
2391,9,18283,6,12837,6
2065,6,17495,7,8581,1
11059,8,1145,9,921,3
12516,6,13682,9,19025,5
19484,2,1702,5,2827,5
3390,7,4016,10,980,7
14657,0,2484,3,8845,5
4234,7,15453,0,159,0
9122,5,13768,5,18640,6
7660,0,18058,5,5262,7
10551,6,15329,5,793,6
21,11,6371,5,1993,8
544,8,2832,9,13807,9
3741,11,9011,3,8974,2
16379,9,8706,4,14989,0
1073,0,11855,2,18891,5
2403,1,15224,8,6825,8
19513,8,16935,2,15111,8
1789,7,19871,8,43,9
13168,1,11564,9,17088,4
832,1,18615,0,6512,4
18125,8,16390,7,12978,6
11457,3,395,2,10770,6
14043,10,7634,7,16072,9
12065,4,1885,2,388,11
16205,8,9086,8,1751,6
3276,0,15064,5,4868,6
11764,2,16469,3,11145,9
2863,10,17236,0,9814,7
4860,6,19311,0,6522,9
16700,11,11184,9,12698,4
9729,5,15026,2,18177,10
16885,1,4603,9,14815,5
3955,1,2442,1,8644,7
7445,9,10186,1,5373,3
13083,5,7920,8,3407,5
8008,4,4847,8,1498,5
17861,6,10426,8,7564,0
333,9,1810,6,10333,6
19867,7,2463,8,9970,7
14907,4,16048,4,816,10
5139,4,8292,1,15819,8
9256,3,1453,8,6908,10
4547,3,4846,3,6294,4
3517,3,16208,2,18088,4
18458,0,3003,0,18092,1
6781,5,15540,11,12804,10
13645,0,857,8,7287,0
15305,0,9642,11,2917,2
2395,6,12407,4,16012,7
19908,8,10466,4,15057,8
19593,6,8767,3,12358,11
18244,2,18267,0,4168,10
9379,11,12556,6,7301,5
9731,10,5028,10,9451,8
12985,11,11144,10,9871,4
11192,6,4069,1,15453,9
8566,4,12729,10,16219,8
14866,4,2299,0,7967,9
11476,8,3652,6,4663,1
2324,5,1391,7,6191,6
10926,5,6983,1,75,4
2357,7,1185,3,12736,6
11819,5,16106,7,4155,9
4846,0,5938,3,8668,0
17159,3,15734,5,5749,10
14982,9,6338,0,10962,6
12936,5,7658,7,3811,0
1760,8,2514,6,8248,3
10963,5,17877,8,1517,8
14423,7,2836,6,2251,6
4808,2,7510,9,9249,0
10224,11,7665,11,6291,11
4687,3,4538,9,6436,5
6796,6,13308,2,12172,9
15814,8,17344,10,15526,1
1899,9,14393,6,5508,2
4072,9,11345,3,16014,10
16091,10,2729,9,15671,1
131,8,4413,1,14971,3
10548,1,10014,7,5093,2
8499,11,2322,4,10161,11
82,8,15415,5,161,6
2220,7,3622,6,109,7
3613,2,14152,3,14889,6
724,5,16117,9,13611,6
1908,6,5345,10,15701,3
1364,8,7610,10,18628,0
18093,7,4561,7,8975,1
5493,8,9307,7,400,7
12526,10,2567,3,19841,8
3958,1,11777,5,2560,7
14171,1,1892,4,17250,11
3027,1,17670,3,1060,5
6231,3,1484,2,14606,11
16995,1,12810,11,5989,3
12198,2,19008,9,19738,11
13429,4,8979,9,6047,3
8265,1,9941,11,13427,5
12560,0,2023,7,2395,6
7350,6,18430,2,9276,6
8968,3,253,9,14119,0
2078,1,9859,7,52,10
13095,10,113,11,4054,0
7247,4,9716,4,1482,4
8840,11,15646,11,16239,1
6032,0,1411,7,8059,1
7025,1,11091,1,363,4
17454,10,13940,7,2444,6
5331,6,19272,9,13041,9
4745,2,5992,1,8191,7
6931,0,4250,5,6185,0
7436,4,18777,7,10470,11
13358,0,16986,1,17327,3
19028,1,12040,7,4203,2
5372,8,7151,1,7662,9
6989,7,15502,8,18913,11
19279,9,4985,2,8550,8
18328,9,9644,5,19079,6
3076,1,9701,2,7701,9
7597,10,16242,9,5441,5
16828,10,681,0,8692,8
14165,0,3550,0,262,10
1423,1,17830,5,10276,0
8140,6,17310,1,4457,6
505,10,1444,10,437,1
10610,10,10523,10,13302,2
19456,11,3559,9,449,8
1635,11,10231,11,6656,5
335,9,11091,6,16120,3
10420,8,6349,10,19615,3
18298,7,9859,9,868,1
17670,6,19416,3,9662,4
386,4,1252,11,9074,6
17000,10,18873,6,12249,4
1024,10,13747,9,10792,2
3793,8,655,4,2338,8
12155,9,15770,5,19803,4
13599,7,17196,9,16062,0
6231,11,6258,2,15091,9
2599,5,9049,4,1507,11
12421,2,7543,7,7526,6
18477,4,5190,0,9342,9
5217,3,9967,9,14906,0
17964,4,6778,0,10687,5
19634,9,16373,3,19288,10
5633,1,375,2,14269,10
7627,11,8297,1,17459,1
10670,9,6422,2,12050,3
14505,4,14442,8,15740,8
7435,1,8285,3,19299,10
7774,8,16899,4,1703,5
15044,0,13845,10,8337,7
13719,1,18800,10,11316,9
14349,9,14619,7,14089,0
19375,10,17847,2,11893,4
11849,6,19007,10,12447,11
14456,0,5810,3,15598,0
8124,9,18190,0,8663,2
204,4,18321,11,12590,3
14795,7,16801,0,14279,2
15922,3,17632,6,15784,6
2526,0,8963,11,17616,6
12130,4,9054,1,19173,4
13541,3,14072,5,11838,10
2430,6,12459,8,6741,0
18020,3,3056,0,710,2
15887,2,3700,2,7110,5
18789,10,5390,4,8190,3
256,7,9004,0,15594,7
1306,8,15351,10,318,4
92,5,18557,2,6712,8
14843,6,7728,9,4478,3
2050,8,16239,3,16993,10
9254,9,4535,8,9999,10
3786,7,1023,8,7380,5
9913,2,1470,6,12077,8
12295,0,14870,0,17927,5
17624,1,1978,2,4057,2
11668,3,19406,8,4479,10
16158,11,15539,6,13639,5
5817,6,13282,9,14881,4
16711,8,16802,0,14811,11
2055,10,1184,11,15338,7
1319,2,9639,4,10586,11
5712,2,13141,9,6867,8
8679,11,4313,2,2494,3
5707,11,4825,1,17514,3
16428,6,19314,4,1276,0
12236,6,2015,5,4631,1
4752,4,14566,4,14945,0
17836,4,3692,6,8603,0
14407,11,18618,8,5534,11
12098,6,9156,10,7087,2
11252,8,4940,9,6136,11
2884,10,19711,8,5889,3
4631,10,2340,2,16525,7
13206,3,6377,0,5708,9
19103,9,9950,11,3371,4
15146,4,14673,11,12398,0
8940,5,5880,6,1625,9
13036,5,11010,5,11448,2
151,5,6802,9,3027,0
8232,6,10991,3,9885,6
5970,3,8887,3,10532,8
356,0,2047,9,1600,4
15878,1,15414,5,457,6
11206,1,16345,3,14340,2
3074,2,15068,6,16155,1
13120,5,16818,11,19091,7
12023,5,3148,5,16372,6
357,4,5591,0,17884,3
444,9,1698,8,16506,1
661,4,5433,3,19624,8
15774,0,331,3,1415,4
19566,0,1880,3,2052,3
16526,6,13478,1,7220,11
11708,5,12328,0,3185,7
1418,0,17215,8,5384,9
1894,4,264,8,2141,6
19578,4,15639,10,8440,0
19330,1,5724,8,16497,9
18673,6,12066,6,16126,7
7533,11,5258,5,7450,9
18406,0,7558,0,9709,1
15029,7,19649,8,6797,4
11693,6,10851,8,4545,4
7372,3,2023,6,13947,7
14207,4,17902,3,2894,0
295,4,2909,3,3677,1
18839,4,11209,5,5320,4
2336,9,4924,7,7002,4
16744,11,7931,10,10513,8
19681,2,6708,8,16059,6
18508,3,6983,8,17578,7
17609,10,4985,11,16070,7
10248,7,10277,3,9465,7
5044,8,5190,4,19236,8
1944,5,3320,7,18824,9
1650,4,8284,8,9083,4
15864,7,7976,6,12277,8
7030,4,5928,0,3862,0
18337,9,3845,3,52,3
7819,7,9961,10,17936,11
18208,11,14880,0,16523,8
13494,7,9211,11,15644,0
5309,9,11737,6,16283,8
10681,2,5321,2,8403,2
13277,8,5682,2,7895,11
5022,7,4723,9,3805,7
1933,0,11905,8,8738,1
16297,7,4606,6,2544,1
17465,4,8599,6,18881,4
1520,1,11244,4,16006,1
9338,4,2682,8,17191,4
2632,9,4270,1,8441,4
15758,10,14942,6,16020,3
16652,1,15816,1,4408,9
16911,1,3482,1,14127,2
18746,11,17585,3,19351,8
19174,10,16843,9,12633,9
10850,5,8673,8,16546,0
6067,1,9107,7,6737,7
19842,0,19467,1,18492,4
12732,4,999,4,19353,11
13014,8,4685,0,16180,10
11019,4,7024,4,8577,1
15797,2,17108,7,4482,6
13768,6,1878,5,19609,2
8451,1,7980,0,18586,2
773,4,292,7,992,9
12640,11,13136,5,8956,6
3338,9,10228,2,18268,7
3454,9,7882,2,432,5
14655,10,2626,10,13557,7
16282,4,14900,7,9665,10
4599,1,5085,5,17080,4
9510,9,7773,7,499,2
8470,11,13598,2,19225,8
6643,6,19125,8,12615,10
10245,1,18243,5,18466,2
1052,4,19279,10,18002,4
18249,9,10450,5,18845,3
10059,3,8526,10,7141,10
7123,2,5903,10,2778,4
6082,11,17017,10,2620,6
18466,11,13151,4,12676,9
3810,5,9880,3,2148,0
11985,1,9581,6,8073,8
9601,1,9619,9,9467,10
5301,9,15571,5,17718,10
5313,9,18746,5,236,3
3950,11,1057,2,10139,4
1854,2,224,1,12607,1
10170,5,765,9,12913,10
11281,5,13020,10,3899,0
5096,8,6319,9,2536,3
17758,6,6035,11,10659,5
3673,0,104,4,8937,2
12288,9,67,1,11573,1
7696,3,19549,3,16906,8
12771,0,14492,0,14895,10
8181,7,15080,5,2009,5
4536,5,4897,4,4461,9
10357,11,13657,2,11053,6
2511,4,6508,7,10577,5
2084,0,17967,11,5296,8
12148,3,3601,2,1499,6
9868,11,10136,10,8898,2
11664,0,17284,8,11262,1
16134,4,1942,11,14347,10
19855,8,5121,0,11348,2
13287,7,15151,4,4513,8
11986,2,6077,10,1063,0
7531,1,3185,10,6095,3
12553,3,537,10,7141,9
3285,3,10541,4,5631,1
19780,7,9259,2,4926,4
12158,5,10641,5,14549,1
3627,2,409,2,9869,2
17832,11,6157,8,1501,3
2204,0,13782,4,15984,3
15782,1,18819,2,6794,10
636,8,14102,1,1295,3
16366,3,15848,6,1871,8
13823,7,10642,1,10594,5
14566,5,8954,1,8461,3
8086,4,4188,9,13308,7
9647,10,11587,3,11843,0
14282,6,8557,11,8542,10
3768,1,7511,10,11279,10
372,4,13537,2,6914,5
13332,5,8788,11,5527,7
16997,11,3878,8,16349,10
16021,5,4165,2,4254,5
18699,8,4380,2,12818,6
13345,6,17837,3,16156,9
2711,8,7769,8,14512,7
15226,9,9485,7,2335,5
17299,6,14547,5,9353,2
16615,9,3300,8,16576,11
451,5,3280,9,4146,11
14359,2,12240,1,6397,7
4159,0,2580,2,2627,4
2034,4,7220,3,1165,6
10039,10,11902,4,1892,7
16413,7,3879,5,1130,1
15529,2,8548,1,7368,11
16518,1,383,2,15844,7
16767,8,8090,2,14420,11
15404,6,14966,8,18327,3
16958,0,10373,3,10322,5
484,0,18936,11,10969,5
7335,0,4628,7,9004,11
273,7,11716,8,15424,7
4257,4,6920,0,12416,0
4502,10,6203,5,15828,4
5100,2,16919,7,3560,4
18402,9,5854,3,18283,3
13506,0,2948,8,2600,8
16659,8,2326,5,5947,3
18101,4,14776,2,9852,11
4330,10,8744,11,9617,1
15829,8,17570,0,12190,2
7589,10,15936,7,14950,3
19576,6,19900,0,18121,3
1534,1,11262,1,2306,6
8281,10,6184,11,15267,2
13912,3,10114,4,2228,4
19418,10,5933,2,13588,11
5152,1,5026,6,1275,6
7916,11,16714,1,6626,9
7741,4,11409,10,2473,7
2110,1,19341,5,6649,11
19844,0,13408,7,8681,6
1665,5,2045,11,18905,1
3743,6,1829,7,18764,6
8664,2,11576,10,7100,4
10889,5,424,11,2956,2
18633,3,10040,9,13865,6
18118,2,2251,5,17046,2
4136,8,2369,4,19544,5
6156,0,15629,0,3753,1
17236,6,6699,3,18773,3
7345,0,12515,6,274,4
5990,2,10293,1,17958,5
17516,3,17605,0,6624,5
5527,4,3363,1,15083,11
16687,9,17363,8,4668,2
16793,6,11122,10,16256,6
5585,1,9546,11,16232,11
4648,11,10135,2,17330,1
227,1,9813,7,3604,6
12115,0,12145,2,4520,4
1724,11,9110,3,1987,7
3883,6,14139,3,15677,1
10680,5,10710,10,758,0
1375,10,17535,1,8271,2
17869,5,10775,6,4711,11
5213,10,10074,7,14118,8
11769,0,18395,6,8300,3
19653,11,3194,6,2262,3
12233,6,6008,4,14949,3
5887,7,1609,8,19902,4
3977,7,7905,10,12436,10
12208,8,7557,3,9380,1
17531,9,4792,4,10784,11
2255,4,7314,10,13017,4
11110,2,8666,6,11784,2
7796,0,19282,9,3364,8
17435,2,15437,6,11271,0
67,11,19343,7,7771,4
914,7,9499,11,14951,7
5266,4,15764,2,11002,0
19073,9,10690,0,11688,2
6581,10,11046,6,16797,4
6279,5,12678,0,7485,0
16196,5,3054,9,1529,7
9895,8,18931,2,3341,2
9206,7,17784,10,9146,3
4616,4,4285,0,10747,3
16768,1,7680,1,2062,0
8216,8,10299,3,18813,2
1137,5,16665,3,6856,4
10962,4,13272,10,8100,3
8590,9,14195,11,11843,1
5661,10,3504,5,12981,11
14217,4,9195,6,9718,9
12921,10,408,5,936,5
14748,2,2756,7,15286,10
15115,10,15528,9,19433,1
